city_name,plate_no,Latitude,Longitude,value,week,week_no
Tokat,60,40.40055865,36.686501166768394,334.0,2021-05-07,7.0
Trabzon,61,41.0062202,39.7257547,353.0,2021-05-07,7.0
Tunceli,62,39.1080631,39.548197,170.0,2021-05-07,7.0
Uşak,64,38.609666,29.3306506,84.0,2021-05-07,7.0
Van,65,38.5012,43.373,42.0,2021-05-07,7.0
Yalova,77,40.59270745,29.077136065391837,564.0,2021-05-07,7.0
Yozgat,66,39.8205571,34.8094917,234.0,2021-05-07,7.0
Zonguldak,67,41.250324,31.8389738,205.0,2021-05-07,7.0
Adana,1,37.1438001,35.4984094,86.0,2021-05-14,8.0
Adıyaman,2,37.78936,38.3141101,199.0,2021-05-14,8.0
Afyonkarahisar,3,38.6852729,30.6427411,70.0,2021-05-14,8.0
Ağrı,4,39.52916,43.3835645,59.0,2021-05-14,8.0
Aksaray,68,38.4326291,33.8976963,231.0,2021-05-14,8.0
Amasya,5,40.6503248,35.8329148,279.0,2021-05-14,8.0
Ankara,6,39.9207893,32.8540412,184.0,2021-05-14,8.0
Antalya,7,36.9009641,30.6954846,143.0,2021-05-14,8.0
Ardahan,75,41.0372501,42.7462189,134.0,2021-05-14,8.0
Artvin,8,41.160506,41.8398627,131.0,2021-05-14,8.0
Aydın,9,37.8483767,27.8435878,109.0,2021-05-14,8.0
Balıkesir,10,39.5400798,28.0228793,344.0,2021-05-14,8.0
Bartın,74,41.6338394,32.3384354,136.0,2021-05-14,8.0
Batman,72,37.7874104,41.2573924,46.0,2021-05-14,8.0
Bayburt,69,40.2023027,40.2121599,161.0,2021-05-14,8.0
Bilecik,11,40.1435101,29.9752911,227.0,2021-05-14,8.0
Bingöl,12,39.073803,40.7296181,69.0,2021-05-14,8.0
Bitlis,13,38.4950867,42.1678372,37.0,2021-05-14,8.0
Bolu,14,40.6212099,31.6460259,183.0,2021-05-14,8.0
Burdur,15,37.5183407,30.1691254,82.0,2021-05-14,8.0
Bursa,16,40.1827657,29.0677305,159.0,2021-05-14,8.0
Çanakkale,17,40.0549886,26.9278292,348.0,2021-05-14,8.0
Çankırı,18,40.6667691,33.4526069,247.0,2021-05-14,8.0
Çorum,19,40.5698389,34.7269292,232.0,2021-05-14,8.0
Denizli,20,37.7733197,29.0869273,68.0,2021-05-14,8.0
Diyarbakır,21,37.9167467,40.2227753,36.0,2021-05-14,8.0
Düzce,81,40.8774545,31.2009618,123.0,2021-05-14,8.0
Edirne,22,41.6759327,26.5587225,265.0,2021-05-14,8.0
Elâzığ,23,38.674771,39.2224523,117.0,2021-05-14,8.0
Erzincan,24,39.7496052,39.4941023,200.0,2021-05-14,8.0
Erzurum,25,39.9063215,41.2727638,118.0,2021-05-14,8.0
Eskişehir,26,39.6821156,31.0723476,235.0,2021-05-14,8.0
Gaziantep,27,37.0611756,37.3793085,134.0,2021-05-14,8.0
Giresun,28,40.9146927,38.3885568,397.0,2021-05-14,8.0
Gümüşhane,29,40.2061415,39.309437,124.0,2021-05-14,8.0
Hakkâri,30,37.574898,43.73766,35.0,2021-05-14,8.0
Hatay,31,36.2024887,36.1602761,89.0,2021-05-14,8.0
Iğdır,76,39.8945292,43.9427459,145.0,2021-05-14,8.0
Isparta,32,37.9465412,30.9602093,112.0,2021-05-14,8.0
İstanbul,34,41.0096334,28.9651646,401.0,2021-05-14,8.0
İzmir,35,38.4147331,27.1434119,156.0,2021-05-14,8.0
Kahramanmaraş,46,37.7830345,36.830655,89.0,2021-05-14,8.0
Karabük,78,41.1955402,32.6231154,106.0,2021-05-14,8.0
Karaman,70,37.1796848,33.3383665,154.0,2021-05-14,8.0
Kars,36,40.4558435,42.9979531,55.0,2021-05-14,8.0
Kastamonu,37,41.3680217,33.7619177,329.0,2021-05-14,8.0
Kayseri,38,38.6582232,35.5546374,260.0,2021-05-14,8.0
Kırıkkale,71,39.8473604,33.5144853,114.0,2021-05-14,8.0
Kırklareli,39,41.7078046,27.6051334,298.0,2021-05-14,8.0
Kırşehir,40,39.1461142,34.1605587,95.0,2021-05-14,8.0
Kilis,79,36.7797231,37.1416892,324.0,2021-05-14,8.0
Kocaeli,41,40.8216536,29.9507184,262.0,2021-05-14,8.0
Konya,42,37.876824,32.4865749,334.0,2021-05-14,8.0
Kütahya,43,39.2522508,29.4937732,153.0,2021-05-14,8.0
Malatya,44,38.3483098,38.3178715,283.0,2021-05-14,8.0
Manisa,45,38.6155029,27.4255716,82.0,2021-05-14,8.0
Mardin,47,37.3414854,40.7476249,31.0,2021-05-14,8.0
Mersin,33,36.8117583,34.6292679,110.0,2021-05-14,8.0
Muğla,48,37.1642053,28.2624288,112.0,2021-05-14,8.0
Muş,49,38.9740786,41.9590433,33.0,2021-05-14,8.0
Nevşehir,50,38.7235072,34.7194168,124.0,2021-05-14,8.0
Niğde,51,38.0664691,34.7051438,140.0,2021-05-14,8.0
Ordu,52,40.8292569,37.4082764,322.0,2021-05-14,8.0
Osmaniye,80,37.073671,36.255941,244.0,2021-05-14,8.0
Rize,53,41.022809,40.519612,250.0,2021-05-14,8.0
Sakarya,54,40.7542228,30.3834858,181.0,2021-05-14,8.0
Samsun,55,41.2892334,36.328565,586.0,2021-05-14,8.0
Siirt,56,37.9273232,41.9422042,22.0,2021-05-14,8.0
Sinop,57,41.6394277,34.8681231,354.0,2021-05-14,8.0
Sivas,58,39.4191717,37.1012388,114.0,2021-05-14,8.0
Şanlıurfa,63,37.2595198,39.0408174,28.0,2021-05-14,8.0
Şırnak,73,37.519248,42.4605665,13.0,2021-05-14,8.0
Tekirdağ,59,41.1185843,27.4144196,273.0,2021-05-14,8.0
Tokat,60,40.40055865,36.686501166768394,273.0,2021-05-14,8.0
Trabzon,61,41.0062202,39.7257547,278.0,2021-05-14,8.0
Tunceli,62,39.1080631,39.548197,86.0,2021-05-14,8.0
Uşak,64,38.609666,29.3306506,38.0,2021-05-14,8.0
Van,65,38.5012,43.373,31.0,2021-05-14,8.0
Yalova,77,40.59270745,29.077136065391837,400.0,2021-05-14,8.0
Yozgat,66,39.8205571,34.8094917,169.0,2021-05-14,8.0
Zonguldak,67,41.250324,31.8389738,126.0,2021-05-14,8.0
Adana,1,37.1438001,35.4984094,61.0,2021-05-21,9.0
Adıyaman,2,37.78936,38.3141101,169.0,2021-05-21,9.0
Afyonkarahisar,3,38.6852729,30.6427411,47.0,2021-05-21,9.0
Ağrı,4,39.52916,43.3835645,41.0,2021-05-21,9.0
Aksaray,68,38.4326291,33.8976963,214.0,2021-05-21,9.0
Amasya,5,40.6503248,35.8329148,194.0,2021-05-21,9.0
Ankara,6,39.9207893,32.8540412,107.0,2021-05-21,9.0
Antalya,7,36.9009641,30.6954846,119.0,2021-05-21,9.0
Ardahan,75,41.0372501,42.7462189,86.0,2021-05-21,9.0
Artvin,8,41.160506,41.8398627,113.0,2021-05-21,9.0
Aydın,9,37.8483767,27.8435878,69.0,2021-05-21,9.0
Balıkesir,10,39.5400798,28.0228793,288.0,2021-05-21,9.0
Bartın,74,41.6338394,32.3384354,76.0,2021-05-21,9.0
Batman,72,37.7874104,41.2573924,28.0,2021-05-21,9.0
Bayburt,69,40.2023027,40.2121599,74.0,2021-05-21,9.0
Bilecik,11,40.1435101,29.9752911,114.0,2021-05-21,9.0
Bingöl,12,39.073803,40.7296181,47.0,2021-05-21,9.0
Bitlis,13,38.4950867,42.1678372,23.0,2021-05-21,9.0
Bolu,14,40.6212099,31.6460259,100.0,2021-05-21,9.0
Burdur,15,37.5183407,30.1691254,72.0,2021-05-21,9.0
Bursa,16,40.1827657,29.0677305,97.0,2021-05-21,9.0
Çanakkale,17,40.0549886,26.9278292,202.0,2021-05-21,9.0
Çankırı,18,40.6667691,33.4526069,122.0,2021-05-21,9.0
Çorum,19,40.5698389,34.7269292,138.0,2021-05-21,9.0
Denizli,20,37.7733197,29.0869273,49.0,2021-05-21,9.0
Diyarbakır,21,37.9167467,40.2227753,18.0,2021-05-21,9.0
Düzce,81,40.8774545,31.2009618,95.0,2021-05-21,9.0
Edirne,22,41.6759327,26.5587225,219.0,2021-05-21,9.0
Elâzığ,23,38.674771,39.2224523,80.0,2021-05-21,9.0
Erzincan,24,39.7496052,39.4941023,124.0,2021-05-21,9.0
Erzurum,25,39.9063215,41.2727638,72.0,2021-05-21,9.0
Eskişehir,26,39.6821156,31.0723476,116.0,2021-05-21,9.0
Gaziantep,27,37.0611756,37.3793085,87.0,2021-05-21,9.0
Giresun,28,40.9146927,38.3885568,356.0,2021-05-21,9.0
Gümüşhane,29,40.2061415,39.309437,105.0,2021-05-21,9.0
Hakkâri,30,37.574898,43.73766,15.0,2021-05-21,9.0
Hatay,31,36.2024887,36.1602761,61.0,2021-05-21,9.0
Iğdır,76,39.8945292,43.9427459,107.0,2021-05-21,9.0
Isparta,32,37.9465412,30.9602093,74.0,2021-05-21,9.0
İstanbul,34,41.0096334,28.9651646,251.0,2021-05-21,9.0
İzmir,35,38.4147331,27.1434119,111.0,2021-05-21,9.0
Kahramanmaraş,46,37.7830345,36.830655,67.0,2021-05-21,9.0
Karabük,78,41.1955402,32.6231154,84.0,2021-05-21,9.0
Karaman,70,37.1796848,33.3383665,89.0,2021-05-21,9.0
Kars,36,40.4558435,42.9979531,30.0,2021-05-21,9.0
Kastamonu,37,41.3680217,33.7619177,197.0,2021-05-21,9.0
Kayseri,38,38.6582232,35.5546374,196.0,2021-05-21,9.0
Kırıkkale,71,39.8473604,33.5144853,73.0,2021-05-21,9.0
Kırklareli,39,41.7078046,27.6051334,155.0,2021-05-21,9.0
Kırşehir,40,39.1461142,34.1605587,61.0,2021-05-21,9.0
Kilis,79,36.7797231,37.1416892,258.0,2021-05-21,9.0
Kocaeli,41,40.8216536,29.9507184,176.0,2021-05-21,9.0
Konya,42,37.876824,32.4865749,252.0,2021-05-21,9.0
Kütahya,43,39.2522508,29.4937732,111.0,2021-05-21,9.0
Malatya,44,38.3483098,38.3178715,140.0,2021-05-21,9.0
Manisa,45,38.6155029,27.4255716,64.0,2021-05-21,9.0
Mardin,47,37.3414854,40.7476249,17.0,2021-05-21,9.0
Mersin,33,36.8117583,34.6292679,80.0,2021-05-21,9.0
Muğla,48,37.1642053,28.2624288,92.0,2021-05-21,9.0
Muş,49,38.9740786,41.9590433,21.0,2021-05-21,9.0
Nevşehir,50,38.7235072,34.7194168,79.0,2021-05-21,9.0
Niğde,51,38.0664691,34.7051438,104.0,2021-05-21,9.0
Ordu,52,40.8292569,37.4082764,258.0,2021-05-21,9.0
Osmaniye,80,37.073671,36.255941,198.0,2021-05-21,9.0
Rize,53,41.022809,40.519612,202.0,2021-05-21,9.0
Sakarya,54,40.7542228,30.3834858,124.0,2021-05-21,9.0
Samsun,55,41.2892334,36.328565,508.0,2021-05-21,9.0
Siirt,56,37.9273232,41.9422042,14.0,2021-05-21,9.0
Sinop,57,41.6394277,34.8681231,309.0,2021-05-21,9.0
Sivas,58,39.4191717,37.1012388,55.0,2021-05-21,9.0
Şanlıurfa,63,37.2595198,39.0408174,18.0,2021-05-21,9.0
Şırnak,73,37.519248,42.4605665,8.0,2021-05-21,9.0
Tekirdağ,59,41.1185843,27.4144196,168.0,2021-05-21,9.0
Tokat,60,40.40055865,36.686501166768394,248.0,2021-05-21,9.0
Trabzon,61,41.0062202,39.7257547,246.0,2021-05-21,9.0
Tunceli,62,39.1080631,39.548197,63.0,2021-05-21,9.0
Uşak,64,38.609666,29.3306506,19.0,2021-05-21,9.0
Van,65,38.5012,43.373,27.0,2021-05-21,9.0
Yalova,77,40.59270745,29.077136065391837,275.0,2021-05-21,9.0
Yozgat,66,39.8205571,34.8094917,92.0,2021-05-21,9.0
Zonguldak,67,41.250324,31.8389738,81.0,2021-05-21,9.0
Adana,1,37.1438001,35.4984094,63.0,2021-05-28,10.0
Adıyaman,2,37.78936,38.3141101,154.0,2021-05-28,10.0
Afyonkarahisar,3,38.6852729,30.6427411,47.0,2021-05-28,10.0
Ağrı,4,39.52916,43.3835645,22.0,2021-05-28,10.0
Aksaray,68,38.4326291,33.8976963,173.0,2021-05-28,10.0
Amasya,5,40.6503248,35.8329148,163.0,2021-05-28,10.0
Ankara,6,39.9207893,32.8540412,68.0,2021-05-28,10.0
Antalya,7,36.9009641,30.6954846,95.0,2021-05-28,10.0
Ardahan,75,41.0372501,42.7462189,73.0,2021-05-28,10.0
Artvin,8,41.160506,41.8398627,100.0,2021-05-28,10.0
Aydın,9,37.8483767,27.8435878,58.0,2021-05-28,10.0
Balıkesir,10,39.5400798,28.0228793,257.0,2021-05-28,10.0
Bartın,74,41.6338394,32.3384354,62.0,2021-05-28,10.0
Batman,72,37.7874104,41.2573924,15.0,2021-05-28,10.0
Bayburt,69,40.2023027,40.2121599,51.0,2021-05-28,10.0
Bilecik,11,40.1435101,29.9752911,81.0,2021-05-28,10.0
Bingöl,12,39.073803,40.7296181,25.0,2021-05-28,10.0
Bitlis,13,38.4950867,42.1678372,15.0,2021-05-28,10.0
Bolu,14,40.6212099,31.6460259,65.0,2021-05-28,10.0
Burdur,15,37.5183407,30.1691254,86.0,2021-05-28,10.0
Bursa,16,40.1827657,29.0677305,78.0,2021-05-28,10.0
Çanakkale,17,40.0549886,26.9278292,149.0,2021-05-28,10.0
Çankırı,18,40.6667691,33.4526069,47.0,2021-05-28,10.0
Çorum,19,40.5698389,34.7269292,73.0,2021-05-28,10.0
Denizli,20,37.7733197,29.0869273,41.0,2021-05-28,10.0
Diyarbakır,21,37.9167467,40.2227753,17.0,2021-05-28,10.0
Düzce,81,40.8774545,31.2009618,81.0,2021-05-28,10.0
Edirne,22,41.6759327,26.5587225,200.0,2021-05-28,10.0
Elâzığ,23,38.674771,39.2224523,29.0,2021-05-28,10.0
Erzincan,24,39.7496052,39.4941023,53.0,2021-05-28,10.0
Erzurum,25,39.9063215,41.2727638,45.0,2021-05-28,10.0
Eskişehir,26,39.6821156,31.0723476,74.0,2021-05-28,10.0
Gaziantep,27,37.0611756,37.3793085,67.0,2021-05-28,10.0
Giresun,28,40.9146927,38.3885568,296.0,2021-05-28,10.0
Gümüşhane,29,40.2061415,39.309437,137.0,2021-05-28,10.0
Hakkâri,30,37.574898,43.73766,7.0,2021-05-28,10.0
Hatay,31,36.2024887,36.1602761,69.0,2021-05-28,10.0
Iğdır,76,39.8945292,43.9427459,80.0,2021-05-28,10.0
Isparta,32,37.9465412,30.9602093,61.0,2021-05-28,10.0
İstanbul,34,41.0096334,28.9651646,178.0,2021-05-28,10.0
İzmir,35,38.4147331,27.1434119,78.0,2021-05-28,10.0
Kahramanmaraş,46,37.7830345,36.830655,56.0,2021-05-28,10.0
Karabük,78,41.1955402,32.6231154,47.0,2021-05-28,10.0
Karaman,70,37.1796848,33.3383665,56.0,2021-05-28,10.0
Kars,36,40.4558435,42.9979531,24.0,2021-05-28,10.0
Kastamonu,37,41.3680217,33.7619177,118.0,2021-05-28,10.0
Kayseri,38,38.6582232,35.5546374,142.0,2021-05-28,10.0
Kırıkkale,71,39.8473604,33.5144853,88.0,2021-05-28,10.0
Kırklareli,39,41.7078046,27.6051334,137.0,2021-05-28,10.0
Kırşehir,40,39.1461142,34.1605587,47.0,2021-05-28,10.0
Kilis,79,36.7797231,37.1416892,255.0,2021-05-28,10.0
Kocaeli,41,40.8216536,29.9507184,138.0,2021-05-28,10.0
Konya,42,37.876824,32.4865749,203.0,2021-05-28,10.0
Kütahya,43,39.2522508,29.4937732,85.0,2021-05-28,10.0
Malatya,44,38.3483098,38.3178715,92.0,2021-05-28,10.0
Manisa,45,38.6155029,27.4255716,50.0,2021-05-28,10.0
Mardin,47,37.3414854,40.7476249,17.0,2021-05-28,10.0
Mersin,33,36.8117583,34.6292679,96.0,2021-05-28,10.0
Muğla,48,37.1642053,28.2624288,80.0,2021-05-28,10.0
Muş,49,38.9740786,41.9590433,27.0,2021-05-28,10.0
Nevşehir,50,38.7235072,34.7194168,64.0,2021-05-28,10.0
Niğde,51,38.0664691,34.7051438,89.0,2021-05-28,10.0
Ordu,52,40.8292569,37.4082764,248.0,2021-05-28,10.0
Osmaniye,80,37.073671,36.255941,198.0,2021-05-28,10.0
Rize,53,41.022809,40.519612,188.0,2021-05-28,10.0
Sakarya,54,40.7542228,30.3834858,90.0,2021-05-28,10.0
Samsun,55,41.2892334,36.328565,458.0,2021-05-28,10.0
Siirt,56,37.9273232,41.9422042,2.0,2021-05-28,10.0
Sinop,57,41.6394277,34.8681231,345.0,2021-05-28,10.0
Sivas,58,39.4191717,37.1012388,43.0,2021-05-28,10.0
Şanlıurfa,63,37.2595198,39.0408174,15.0,2021-05-28,10.0
Şırnak,73,37.519248,42.4605665,4.0,2021-05-28,10.0
Tekirdağ,59,41.1185843,27.4144196,121.0,2021-05-28,10.0
Tokat,60,40.40055865,36.686501166768394,243.0,2021-05-28,10.0
Trabzon,61,41.0062202,39.7257547,222.0,2021-05-28,10.0
Tunceli,62,39.1080631,39.548197,53.0,2021-05-28,10.0
Uşak,64,38.609666,29.3306506,19.0,2021-05-28,10.0
Van,65,38.5012,43.373,20.0,2021-05-28,10.0
Yalova,77,40.59270745,29.077136065391837,200.0,2021-05-28,10.0
Yozgat,66,39.8205571,34.8094917,46.0,2021-05-28,10.0
Zonguldak,67,41.250324,31.8389738,75.0,2021-05-28,10.0
